year,state_fips,state_name,state_abbr,population
2023,49,Utah,UT,3443222
2024,49,Utah,UT,3503613
1900,50,Vermont,VT,344000
1901,50,Vermont,VT,347000
1902,50,Vermont,VT,349000
1903,50,Vermont,VT,350000
1904,50,Vermont,VT,353000
1905,50,Vermont,VT,354000
1906,50,Vermont,VT,355000
1907,50,Vermont,VT,355000
1908,50,Vermont,VT,354000
1909,50,Vermont,VT,356000
1910,50,Vermont,VT,357000
1911,50,Vermont,VT,358000
1912,50,Vermont,VT,359000
1913,50,Vermont,VT,361000
1914,50,Vermont,VT,362000
1915,50,Vermont,VT,360000
1916,50,Vermont,VT,360000
1917,50,Vermont,VT,372000
1918,50,Vermont,VT,352000
1919,50,Vermont,VT,352000
1920,50,Vermont,VT,353000
1921,50,Vermont,VT,355000
1922,50,Vermont,VT,354000
1923,50,Vermont,VT,354000
1924,50,Vermont,VT,355000
1925,50,Vermont,VT,355000
1926,50,Vermont,VT,356000
1927,50,Vermont,VT,357000
1928,50,Vermont,VT,358000
1929,50,Vermont,VT,359000
1930,50,Vermont,VT,360000
1931,50,Vermont,VT,359000
1932,50,Vermont,VT,358000
1933,50,Vermont,VT,357000
1934,50,Vermont,VT,357000
1935,50,Vermont,VT,357000
1936,50,Vermont,VT,357000
1937,50,Vermont,VT,356000
1938,50,Vermont,VT,356000
1939,50,Vermont,VT,358000
1940,50,Vermont,VT,363000
1941,50,Vermont,VT,348000
1942,50,Vermont,VT,343000
1943,50,Vermont,VT,327000
1944,50,Vermont,VT,314000
1945,50,Vermont,VT,315000
1946,50,Vermont,VT,342000
1947,50,Vermont,VT,354000
1948,50,Vermont,VT,359000
1949,50,Vermont,VT,369000
1950,50,Vermont,VT,379000
1951,50,Vermont,VT,378000
1952,50,Vermont,VT,375000
1953,50,Vermont,VT,379000
1954,50,Vermont,VT,377000
1955,50,Vermont,VT,375000
1956,50,Vermont,VT,377000
1957,50,Vermont,VT,376000
1958,50,Vermont,VT,380000
1959,50,Vermont,VT,387000
1960,50,Vermont,VT,389000
1961,50,Vermont,VT,390000
1962,50,Vermont,VT,393000
1963,50,Vermont,VT,397000
1964,50,Vermont,VT,399000
1965,50,Vermont,VT,404000
1966,50,Vermont,VT,413000
1967,50,Vermont,VT,423000
1968,50,Vermont,VT,430000
1969,50,Vermont,VT,437000
1970,50,Vermont,VT,446649
1971,50,Vermont,VT,454378
1972,50,Vermont,VT,463212
1973,50,Vermont,VT,468547
1974,50,Vermont,VT,473148
1975,50,Vermont,VT,479897
1976,50,Vermont,VT,485172
1977,50,Vermont,VT,492180
1978,50,Vermont,VT,498306
1979,50,Vermont,VT,505730
1980,50,Vermont,VT,511456
1981,50,Vermont,VT,515594
1982,50,Vermont,VT,519109
1983,50,Vermont,VT,523302
1984,50,Vermont,VT,526660
1985,50,Vermont,VT,530035
1986,50,Vermont,VT,534066
1987,50,Vermont,VT,540267
1988,50,Vermont,VT,549763
1989,50,Vermont,VT,557707
1990,50,Vermont,VT,564526
1991,50,Vermont,VT,567141
1992,50,Vermont,VT,570115
1993,50,Vermont,VT,574004
1994,50,Vermont,VT,578900
1995,50,Vermont,VT,582827
1996,50,Vermont,VT,586352
1997,50,Vermont,VT,588665
1998,50,Vermont,VT,590579
1999,50,Vermont,VT,593740
2000,50,Vermont,VT,609618
2001,50,Vermont,VT,612223
2002,50,Vermont,VT,615442
2003,50,Vermont,VT,617858
2004,50,Vermont,VT,619920
2005,50,Vermont,VT,621215
2006,50,Vermont,VT,622892
2007,50,Vermont,VT,623481
2008,50,Vermont,VT,624151
2009,50,Vermont,VT,624817
2010,50,Vermont,VT,625886
2011,50,Vermont,VT,627197
2012,50,Vermont,VT,626361
2013,50,Vermont,VT,626603
2014,50,Vermont,VT,625693
2015,50,Vermont,VT,625810
2016,50,Vermont,VT,624366
2017,50,Vermont,VT,625132
2018,50,Vermont,VT,624802
2019,50,Vermont,VT,624046
2020,50,Vermont,VT,642977
2021,50,Vermont,VT,647210
2022,50,Vermont,VT,648142
2023,50,Vermont,VT,648708
2024,50,Vermont,VT,648493
1900,51,Virginia,VA,1858000
1901,51,Virginia,VA,1887000
1902,51,Virginia,VA,1894000
1903,51,Virginia,VA,1890000
1904,51,Virginia,VA,1889000
1905,51,Virginia,VA,1917000
1906,51,Virginia,VA,1942000
1907,51,Virginia,VA,1952000
1908,51,Virginia,VA,1994000
1909,51,Virginia,VA,2038000
1910,51,Virginia,VA,2071000
1911,51,Virginia,VA,2092000
1912,51,Virginia,VA,2122000
1913,51,Virginia,VA,2176000
1914,51,Virginia,VA,2241000
1915,51,Virginia,VA,2294000
1916,51,Virginia,VA,2316000
1917,51,Virginia,VA,2313000
1918,51,Virginia,VA,2359000
1919,51,Virginia,VA,2318000
1920,51,Virginia,VA,2347000
1921,51,Virginia,VA,2395000
1922,51,Virginia,VA,2412000
1923,51,Virginia,VA,2423000
1924,51,Virginia,VA,2426000
1925,51,Virginia,VA,2423000
1926,51,Virginia,VA,2419000
1927,51,Virginia,VA,2433000
1928,51,Virginia,VA,2435000
1929,51,Virginia,VA,2425000
1930,51,Virginia,VA,2427000
1931,51,Virginia,VA,2445000
1932,51,Virginia,VA,2452000
1933,51,Virginia,VA,2460000
1934,51,Virginia,VA,2485000
1935,51,Virginia,VA,2520000
1936,51,Virginia,VA,2552000
1937,51,Virginia,VA,2590000
1938,51,Virginia,VA,2638000
1939,51,Virginia,VA,2670000
1940,51,Virginia,VA,2720000
1941,51,Virginia,VA,2855000
1942,51,Virginia,VA,3038000
1943,51,Virginia,VA,3130000
1944,51,Virginia,VA,3248000
1945,51,Virginia,VA,3193000
1946,51,Virginia,VA,3212000
1947,51,Virginia,VA,3201000
1948,51,Virginia,VA,3207000
1949,51,Virginia,VA,3292000
1950,51,Virginia,VA,3315000
1951,51,Virginia,VA,3434000
1952,51,Virginia,VA,3504000
1953,51,Virginia,VA,3557000
1954,51,Virginia,VA,3555000
1955,51,Virginia,VA,3588000
1956,51,Virginia,VA,3722000
1957,51,Virginia,VA,3844000
1958,51,Virginia,VA,3914000
1959,51,Virginia,VA,3951000
1960,51,Virginia,VA,3986000
1961,51,Virginia,VA,4095000
1962,51,Virginia,VA,4180000
1963,51,Virginia,VA,4276000
1964,51,Virginia,VA,4357000
1965,51,Virginia,VA,4411000
1966,51,Virginia,VA,4456000
1967,51,Virginia,VA,4508000
1968,51,Virginia,VA,4558000
1969,51,Virginia,VA,4614000
1970,51,Virginia,VA,4671101
1971,51,Virginia,VA,4752480
1972,51,Virginia,VA,4827910
1973,51,Virginia,VA,4906505
1974,51,Virginia,VA,4978036
1975,51,Virginia,VA,5056199
1976,51,Virginia,VA,5132519
1977,51,Virginia,VA,5205505
1978,51,Virginia,VA,5283888
1979,51,Virginia,VA,5324338
1980,51,Virginia,VA,5346818
1981,51,Virginia,VA,5444097
1982,51,Virginia,VA,5492783
1983,51,Virginia,VA,5564657
1984,51,Virginia,VA,5643870
1985,51,Virginia,VA,5715153
1986,51,Virginia,VA,5811700
1987,51,Virginia,VA,5932268
1988,51,Virginia,VA,6036909
1989,51,Virginia,VA,6120246
1990,51,Virginia,VA,6213526
1991,51,Virginia,VA,6283853
1992,51,Virginia,VA,6383315
1993,51,Virginia,VA,6464795
1994,51,Virginia,VA,6536771
1995,51,Virginia,VA,6601392
1996,51,Virginia,VA,6665491
1997,51,Virginia,VA,6732878
1998,51,Virginia,VA,6789225
1999,51,Virginia,VA,6872912
2000,51,Virginia,VA,7105817
2001,51,Virginia,VA,7198362
2002,51,Virginia,VA,7286873
2003,51,Virginia,VA,7366977
2004,51,Virginia,VA,7475575
2005,51,Virginia,VA,7577105
2006,51,Virginia,VA,7673725
2007,51,Virginia,VA,7751000
2008,51,Virginia,VA,7833496
2009,51,Virginia,VA,7925937
2010,51,Virginia,VA,8024004
2011,51,Virginia,VA,8102437
2012,51,Virginia,VA,8187456
2013,51,Virginia,VA,8255861
2014,51,Virginia,VA,8315430
2015,51,Virginia,VA,8367303
2016,51,Virginia,VA,8417651
2017,51,Virginia,VA,8471011
2018,51,Virginia,VA,8510920
2019,51,Virginia,VA,8556642
2020,51,Virginia,VA,8637615
2021,51,Virginia,VA,8658910
2022,51,Virginia,VA,8683414
2023,51,Virginia,VA,8734685
2024,51,Virginia,VA,8811195
1900,53,Washington,WA,523000
1901,53,Washington,WA,583000
1902,53,Washington,WA,651000
1903,53,Washington,WA,719000
1904,53,Washington,WA,782000
1905,53,Washington,WA,842000
1906,53,Washington,WA,904000
1907,53,Washington,WA,967000
1908,53,Washington,WA,1028000
1909,53,Washington,WA,1091000
1910,53,Washington,WA,1148000
1911,53,Washington,WA,1167000
1912,53,Washington,WA,1184000
1913,53,Washington,WA,1209000
1914,53,Washington,WA,1231000
1915,53,Washington,WA,1239000
1916,53,Washington,WA,1255000
1917,53,Washington,WA,1287000
1918,53,Washington,WA,1341000
1919,53,Washington,WA,1333000
1920,53,Washington,WA,1373000
1921,53,Washington,WA,1405000
1922,53,Washington,WA,1415000
1923,53,Washington,WA,1433000
1924,53,Washington,WA,1467000
1925,53,Washington,WA,1494000
1926,53,Washington,WA,1516000
1927,53,Washington,WA,1538000
1928,53,Washington,WA,1551000
1929,53,Washington,WA,1555000
1930,53,Washington,WA,1568000
1931,53,Washington,WA,1581000
1932,53,Washington,WA,1584000
1933,53,Washington,WA,1592000
1934,53,Washington,WA,1610000
1935,53,Washington,WA,1629000
1936,53,Washington,WA,1653000
1937,53,Washington,WA,1681000
1938,53,Washington,WA,1698000
1939,53,Washington,WA,1715000
1940,53,Washington,WA,1740000
1941,53,Washington,WA,1789000
1942,53,Washington,WA,1901000
1943,53,Washington,WA,2027000
1944,53,Washington,WA,2092000
1945,53,Washington,WA,2206000
1946,53,Washington,WA,2288000
1947,53,Washington,WA,2211000
1948,53,Washington,WA,2255000
1949,53,Washington,WA,2294000
1950,53,Washington,WA,2387000
1951,53,Washington,WA,2424000
1952,53,Washington,WA,2448000
1953,53,Washington,WA,2466000
1954,53,Washington,WA,2516000
1955,53,Washington,WA,2604000
1956,53,Washington,WA,2668000
1957,53,Washington,WA,2724000
1958,53,Washington,WA,2773000
1959,53,Washington,WA,2821000
1960,53,Washington,WA,2855000
1961,53,Washington,WA,2882000
1962,53,Washington,WA,2942000
1963,53,Washington,WA,2955000
1964,53,Washington,WA,2961000
1965,53,Washington,WA,2967000
1966,53,Washington,WA,3057000
1967,53,Washington,WA,3174000
1968,53,Washington,WA,3270000
1969,53,Washington,WA,3343000
1970,53,Washington,WA,3419974
1971,53,Washington,WA,3447070
1972,53,Washington,WA,3446895
1973,53,Washington,WA,3477308
1974,53,Washington,WA,3547959
1975,53,Washington,WA,3618928
1976,53,Washington,WA,3690628
1977,53,Washington,WA,3772421
1978,53,Washington,WA,3886250
1979,53,Washington,WA,4012909
1980,53,Washington,WA,4132156
1981,53,Washington,WA,4235731
1982,53,Washington,WA,4276552
1983,53,Washington,WA,4300266
1984,53,Washington,WA,4343656
1985,53,Washington,WA,4400098
1986,53,Washington,WA,4452720
1987,53,Washington,WA,4531901
1988,53,Washington,WA,4639893
1989,53,Washington,WA,4746316
1990,53,Washington,WA,4900780
1991,53,Washington,WA,5013443
1992,53,Washington,WA,5139011
1993,53,Washington,WA,5247704
1994,53,Washington,WA,5334896
1995,53,Washington,WA,5431024
1996,53,Washington,WA,5509963
1997,53,Washington,WA,5604105
1998,53,Washington,WA,5687832
1999,53,Washington,WA,5756361
2000,53,Washington,WA,5910512
2001,53,Washington,WA,5985722
2002,53,Washington,WA,6052349
2003,53,Washington,WA,6104115
2004,53,Washington,WA,6178645
2005,53,Washington,WA,6257305
2006,53,Washington,WA,6370753
2007,53,Washington,WA,6461587
2008,53,Washington,WA,6562231
2009,53,Washington,WA,6667426
2010,53,Washington,WA,6743009
2011,53,Washington,WA,6827479
2012,53,Washington,WA,6898599
2013,53,Washington,WA,6966252
2014,53,Washington,WA,7057531
2015,53,Washington,WA,7167287
2016,53,Washington,WA,7299961
2017,53,Washington,WA,7427951
2018,53,Washington,WA,7526793
2019,53,Washington,WA,7614024
2020,53,Washington,WA,7727209
2021,53,Washington,WA,7743760
2022,53,Washington,WA,7794123
2023,53,Washington,WA,7857320
2024,53,Washington,WA,7958180
1900,54,West Virginia,WV,959000
1901,54,West Virginia,WV,972000
1902,54,West Virginia,WV,1000000
1903,54,West Virginia,WV,1037000
1904,54,West Virginia,WV,1064000
1905,54,West Virginia,WV,1094000
1906,54,West Virginia,WV,1122000
1907,54,West Virginia,WV,1149000
1908,54,West Virginia,WV,1174000
1909,54,West Virginia,WV,1203000
1910,54,West Virginia,WV,1231000
1911,54,West Virginia,WV,1266000
1912,54,West Virginia,WV,1291000
1913,54,West Virginia,WV,1317000
1914,54,West Virginia,WV,1362000
1915,54,West Virginia,WV,1387000
1916,54,West Virginia,WV,1414000
1917,54,West Virginia,WV,1439000
1918,54,West Virginia,WV,1438000
1919,54,West Virginia,WV,1464000
1920,54,West Virginia,WV,1470000
1921,54,West Virginia,WV,1485000
1922,54,West Virginia,WV,1498000
1923,54,West Virginia,WV,1526000
1924,54,West Virginia,WV,1577000
1925,54,West Virginia,WV,1593000
1926,54,West Virginia,WV,1623000
1927,54,West Virginia,WV,1671000
1928,54,West Virginia,WV,1696000
1929,54,West Virginia,WV,1717000
1930,54,West Virginia,WV,1733000
1931,54,West Virginia,WV,1740000
1932,54,West Virginia,WV,1747000
1933,54,West Virginia,WV,1752000
1934,54,West Virginia,WV,1771000
1935,54,West Virginia,WV,1794000
1936,54,West Virginia,WV,1808000
1937,54,West Virginia,WV,1813000
1938,54,West Virginia,WV,1828000
1939,54,West Virginia,WV,1868000
1940,54,West Virginia,WV,1907000
1941,54,West Virginia,WV,1885000
1942,54,West Virginia,WV,1831000
1943,54,West Virginia,WV,1741000
1944,54,West Virginia,WV,1706000
1945,54,West Virginia,WV,1708000
1946,54,West Virginia,WV,1826000
1947,54,West Virginia,WV,1883000
1948,54,West Virginia,WV,1899000
1949,54,West Virginia,WV,1930000
1950,54,West Virginia,WV,2006000
1951,54,West Virginia,WV,1984000
1952,54,West Virginia,WV,1957000
1953,54,West Virginia,WV,1929000
1954,54,West Virginia,WV,1905000
1955,54,West Virginia,WV,1880000
1956,54,West Virginia,WV,1857000
1957,54,West Virginia,WV,1843000
1958,54,West Virginia,WV,1845000
1959,54,West Virginia,WV,1855000
1960,54,West Virginia,WV,1853000
1961,54,West Virginia,WV,1828000
1962,54,West Virginia,WV,1809000
1963,54,West Virginia,WV,1796000
1964,54,West Virginia,WV,1797000
1965,54,West Virginia,WV,1786000
1966,54,West Virginia,WV,1775000
1967,54,West Virginia,WV,1769000
1968,54,West Virginia,WV,1763000
1969,54,West Virginia,WV,1746000
1970,54,West Virginia,WV,1749347
1971,54,West Virginia,WV,1770346
1972,54,West Virginia,WV,1796949
1973,54,West Virginia,WV,1805347
1974,54,West Virginia,WV,1814115
1975,54,West Virginia,WV,1840660
1976,54,West Virginia,WV,1877536
1977,54,West Virginia,WV,1905696
1978,54,West Virginia,WV,1920428
1979,54,West Virginia,WV,1939112
1980,54,West Virginia,WV,1949644
1981,54,West Virginia,WV,1954124
1982,54,West Virginia,WV,1949604
1983,54,West Virginia,WV,1945061
1984,54,West Virginia,WV,1927697
1985,54,West Virginia,WV,1906831
1986,54,West Virginia,WV,1882350
1987,54,West Virginia,WV,1857585
1988,54,West Virginia,WV,1830215
1989,54,West Virginia,WV,1806568
1990,54,West Virginia,WV,1792481
1991,54,West Virginia,WV,1798212
1992,54,West Virginia,WV,1805462
1993,54,West Virginia,WV,1816179
1994,54,West Virginia,WV,1818490
1995,54,West Virginia,WV,1820560
1996,54,West Virginia,WV,1818983
1997,54,West Virginia,WV,1815588
1998,54,West Virginia,WV,1811688
1999,54,West Virginia,WV,1806928
2000,54,West Virginia,WV,1807021
2001,54,West Virginia,WV,1801481
2002,54,West Virginia,WV,1805414
2003,54,West Virginia,WV,1812295
2004,54,West Virginia,WV,1816438
2005,54,West Virginia,WV,1820492
2006,54,West Virginia,WV,1827912
2007,54,West Virginia,WV,1834052
2008,54,West Virginia,WV,1840310
2009,54,West Virginia,WV,1847775
2010,54,West Virginia,WV,1854265
2011,54,West Virginia,WV,1856606
2012,54,West Virginia,WV,1857446
2013,54,West Virginia,WV,1854768
2014,54,West Virginia,WV,1850569
2015,54,West Virginia,WV,1843332
2016,54,West Virginia,WV,1832435
2017,54,West Virginia,WV,1818683
2018,54,West Virginia,WV,1805953
2019,54,West Virginia,WV,1795263
2020,54,West Virginia,WV,1791646
2021,54,West Virginia,WV,1785618
2022,54,West Virginia,WV,1774122
2023,54,West Virginia,WV,1770495
2024,54,West Virginia,WV,1769979
1900,55,Wisconsin,WI,2072000
1901,55,Wisconsin,WI,2109000
1902,55,Wisconsin,WI,2141000
1903,55,Wisconsin,WI,2171000
1904,55,Wisconsin,WI,2202000
1905,55,Wisconsin,WI,2231000
1906,55,Wisconsin,WI,2250000
1907,55,Wisconsin,WI,2268000
1908,55,Wisconsin,WI,2292000
1909,55,Wisconsin,WI,2317000
1910,55,Wisconsin,WI,2345000
1911,55,Wisconsin,WI,2369000
1912,55,Wisconsin,WI,2407000
1913,55,Wisconsin,WI,2438000
1914,55,Wisconsin,WI,2490000
1915,55,Wisconsin,WI,2535000
1916,55,Wisconsin,WI,2562000
1917,55,Wisconsin,WI,2587000
1918,55,Wisconsin,WI,2597000
1919,55,Wisconsin,WI,2600000
1920,55,Wisconsin,WI,2679000
1921,55,Wisconsin,WI,2722000
1922,55,Wisconsin,WI,2761000
1923,55,Wisconsin,WI,2803000
1924,55,Wisconsin,WI,2833000
1925,55,Wisconsin,WI,2863000
1926,55,Wisconsin,WI,2892000
1927,55,Wisconsin,WI,2916000
1928,55,Wisconsin,WI,2923000
1929,55,Wisconsin,WI,2934000
1930,55,Wisconsin,WI,2950000
1931,55,Wisconsin,WI,2990000
1932,55,Wisconsin,WI,3021000
1933,55,Wisconsin,WI,3040000
1934,55,Wisconsin,WI,3054000
1935,55,Wisconsin,WI,3070000
1936,55,Wisconsin,WI,3082000
1937,55,Wisconsin,WI,3088000
1938,55,Wisconsin,WI,3098000
1939,55,Wisconsin,WI,3121000
1940,55,Wisconsin,WI,3143000
1941,55,Wisconsin,WI,3140000
1942,55,Wisconsin,WI,3053000
1943,55,Wisconsin,WI,3014000
1944,55,Wisconsin,WI,2980000
1945,55,Wisconsin,WI,2961000
1946,55,Wisconsin,WI,3167000
1947,55,Wisconsin,WI,3250000
1948,55,Wisconsin,WI,3314000
1949,55,Wisconsin,WI,3391000
1950,55,Wisconsin,WI,3438000
1951,55,Wisconsin,WI,3439000
1952,55,Wisconsin,WI,3469000
1953,55,Wisconsin,WI,3506000
1954,55,Wisconsin,WI,3608000
1955,55,Wisconsin,WI,3679000
1956,55,Wisconsin,WI,3742000
1957,55,Wisconsin,WI,3791000
1958,55,Wisconsin,WI,3843000
1959,55,Wisconsin,WI,3891000
1960,55,Wisconsin,WI,3962000
1961,55,Wisconsin,WI,4009000
1962,55,Wisconsin,WI,4049000
1963,55,Wisconsin,WI,4112000
1964,55,Wisconsin,WI,4165000
1965,55,Wisconsin,WI,4232000
1966,55,Wisconsin,WI,4274000
1967,55,Wisconsin,WI,4303000
1968,55,Wisconsin,WI,4345000
1969,55,Wisconsin,WI,4378000
1970,55,Wisconsin,WI,4426419
1971,55,Wisconsin,WI,4460012
1972,55,Wisconsin,WI,4498455
1973,55,Wisconsin,WI,4518503
1974,55,Wisconsin,WI,4538220
1975,55,Wisconsin,WI,4569660
1976,55,Wisconsin,WI,4584747
1977,55,Wisconsin,WI,4613339
1978,55,Wisconsin,WI,4630998
1979,55,Wisconsin,WI,4665965
1980,55,Wisconsin,WI,4705767
1981,55,Wisconsin,WI,4726343
1982,55,Wisconsin,WI,4728870
1983,55,Wisconsin,WI,4721438
1984,55,Wisconsin,WI,4735563
1985,55,Wisconsin,WI,4747767
1986,55,Wisconsin,WI,4755618
1987,55,Wisconsin,WI,4777919
1988,55,Wisconsin,WI,4822388
1989,55,Wisconsin,WI,4856574
1990,55,Wisconsin,WI,4902265
1991,55,Wisconsin,WI,4952675
1992,55,Wisconsin,WI,5004636
1993,55,Wisconsin,WI,5055318
1994,55,Wisconsin,WI,5095504
1995,55,Wisconsin,WI,5137004
1996,55,Wisconsin,WI,5173828
1997,55,Wisconsin,WI,5200235
1998,55,Wisconsin,WI,5222124
1999,55,Wisconsin,WI,5250446
2000,55,Wisconsin,WI,5373999
2001,55,Wisconsin,WI,5406835
2002,55,Wisconsin,WI,5445162
2003,55,Wisconsin,WI,5479203
2004,55,Wisconsin,WI,5514026
2005,55,Wisconsin,WI,5546166
2006,55,Wisconsin,WI,5577655
2007,55,Wisconsin,WI,5610775
2008,55,Wisconsin,WI,5640996
2009,55,Wisconsin,WI,5669264
2010,55,Wisconsin,WI,5690538
2011,55,Wisconsin,WI,5705840
2012,55,Wisconsin,WI,5720825
2013,55,Wisconsin,WI,5738012
2014,55,Wisconsin,WI,5753199
2015,55,Wisconsin,WI,5762927
2016,55,Wisconsin,WI,5775170
2017,55,Wisconsin,WI,5793147
2018,55,Wisconsin,WI,5809319
2019,55,Wisconsin,WI,5824581
2020,55,Wisconsin,WI,5897375
2021,55,Wisconsin,WI,5881608
2022,55,Wisconsin,WI,5903975
2023,55,Wisconsin,WI,5930405
2024,55,Wisconsin,WI,5960975
1900,56,Wyoming,WY,93000
1901,56,Wyoming,WY,100000
1902,56,Wyoming,WY,105000
1903,56,Wyoming,WY,108000
1904,56,Wyoming,WY,111000
1905,56,Wyoming,WY,114000
1906,56,Wyoming,WY,118000
1907,56,Wyoming,WY,125000
1908,56,Wyoming,WY,133000
1909,56,Wyoming,WY,141000
1910,56,Wyoming,WY,147000
1911,56,Wyoming,WY,150000
1912,56,Wyoming,WY,153000
1913,56,Wyoming,WY,157000
1914,56,Wyoming,WY,163000
1915,56,Wyoming,WY,167000
1916,56,Wyoming,WY,174000
1917,56,Wyoming,WY,186000
1918,56,Wyoming,WY,181000
1919,56,Wyoming,WY,191000
1920,56,Wyoming,WY,197000
1921,56,Wyoming,WY,203000
1922,56,Wyoming,WY,208000
1923,56,Wyoming,WY,211000
1924,56,Wyoming,WY,215000
1925,56,Wyoming,WY,216000
1926,56,Wyoming,WY,217000
1927,56,Wyoming,WY,219000
1928,56,Wyoming,WY,220000
1929,56,Wyoming,WY,223000
1930,56,Wyoming,WY,226000
1931,56,Wyoming,WY,229000
1932,56,Wyoming,WY,230000
1933,56,Wyoming,WY,230000
1934,56,Wyoming,WY,233000
1935,56,Wyoming,WY,237000
1936,56,Wyoming,WY,240000
1937,56,Wyoming,WY,243000
1938,56,Wyoming,WY,246000
1939,56,Wyoming,WY,248000
1940,56,Wyoming,WY,250000
1941,56,Wyoming,WY,247000
1942,56,Wyoming,WY,251000
1943,56,Wyoming,WY,247000
1944,56,Wyoming,WY,242000
1945,56,Wyoming,WY,239000
1946,56,Wyoming,WY,254000
1947,56,Wyoming,WY,258000
1948,56,Wyoming,WY,269000
1949,56,Wyoming,WY,277000
1950,56,Wyoming,WY,290000
1951,56,Wyoming,WY,291000
1952,56,Wyoming,WY,293000
1953,56,Wyoming,WY,290000
1954,56,Wyoming,WY,293000
1955,56,Wyoming,WY,307000
1956,56,Wyoming,WY,312000
1957,56,Wyoming,WY,314000
1958,56,Wyoming,WY,315000
1959,56,Wyoming,WY,320000
1960,56,Wyoming,WY,331000
1961,56,Wyoming,WY,337000
1962,56,Wyoming,WY,333000
1963,56,Wyoming,WY,336000
1964,56,Wyoming,WY,339000
1965,56,Wyoming,WY,332000
1966,56,Wyoming,WY,323000
1967,56,Wyoming,WY,322000
1968,56,Wyoming,WY,324000
1969,56,Wyoming,WY,329000
1970,56,Wyoming,WY,333928
1971,56,Wyoming,WY,340058
1972,56,Wyoming,WY,346893
1973,56,Wyoming,WY,353385
1974,56,Wyoming,WY,364575
1975,56,Wyoming,WY,380537
1976,56,Wyoming,WY,395493
1977,56,Wyoming,WY,411606
1978,56,Wyoming,WY,430953
1979,56,Wyoming,WY,451894
1980,56,Wyoming,WY,469557
1981,56,Wyoming,WY,491712
1982,56,Wyoming,WY,506400
1983,56,Wyoming,WY,510345
1984,56,Wyoming,WY,504896
1985,56,Wyoming,WY,499695
1986,56,Wyoming,WY,495633
1987,56,Wyoming,WY,476965
1988,56,Wyoming,WY,465101
1989,56,Wyoming,WY,458374
1990,56,Wyoming,WY,453401
1991,56,Wyoming,WY,457739
1992,56,Wyoming,WY,463491
1993,56,Wyoming,WY,469033
1994,56,Wyoming,WY,474982
1995,56,Wyoming,WY,478447
1996,56,Wyoming,WY,480085
1997,56,Wyoming,WY,480031
1998,56,Wyoming,WY,480045
1999,56,Wyoming,WY,479602
2000,56,Wyoming,WY,494300
2001,56,Wyoming,WY,494657
2002,56,Wyoming,WY,500017
2003,56,Wyoming,WY,503453
2004,56,Wyoming,WY,509106
2005,56,Wyoming,WY,514157
2006,56,Wyoming,WY,522667
2007,56,Wyoming,WY,534876
2008,56,Wyoming,WY,546043
2009,56,Wyoming,WY,559851
2010,56,Wyoming,WY,564531
2011,56,Wyoming,WY,567491
2012,56,Wyoming,WY,576656
2013,56,Wyoming,WY,582620
2014,56,Wyoming,WY,583159
2015,56,Wyoming,WY,586389
2016,56,Wyoming,WY,585243
2017,56,Wyoming,WY,579994
2018,56,Wyoming,WY,579054
2019,56,Wyoming,WY,580116
2020,56,Wyoming,WY,577681
2021,56,Wyoming,WY,579636
2022,56,Wyoming,WY,581978
2023,56,Wyoming,WY,585067
2024,56,Wyoming,WY,587618
2010,72,Puerto Rico,PR,3721525
2011,72,Puerto Rico,PR,3678732
2012,72,Puerto Rico,PR,3634488
2013,72,Puerto Rico,PR,3593077
2014,72,Puerto Rico,PR,3534874
2015,72,Puerto Rico,PR,3473232
2016,72,Puerto Rico,PR,3406672
2017,72,Puerto Rico,PR,3325284
2018,72,Puerto Rico,PR,3193344
2019,72,Puerto Rico,PR,3193553
2020,72,Puerto Rico,PR,3281590
2021,72,Puerto Rico,PR,3262711
2022,72,Puerto Rico,PR,3220137
2023,72,Puerto Rico,PR,3203792
2024,72,Puerto Rico,PR,3203295
